No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
760;21.051.617;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=582692 Win=1051392 Len=0;;21,051617;21,05339;0,001773;;0,00143;0,000343;-0,001087
761;21.053.390;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=582692 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,05339;21,053733;0,000343;;0,000326;1,70E-05;-0,000309
762;21.053.733;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,053733;21,05375;1,70E-05;;-0,002066;0,002083;0,004149
763;21.053.750;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=585452 Win=1051392 Len=0;;21,05375;21,055833;0,002083;;0,001682;0,000401;-0,001281
764;21.055.833;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=585452 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,055833;21,056234;0,000401;;0,000383;1,80E-05;-0,000365
765;21.056.234;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=586832 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,056234;21,056252;1,80E-05;;-0,002039;0,002057;0,004096
766;21.056.252;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=588212 Win=1051392 Len=0;;21,056252;21,058309;0,002057;;0,001356;0,000701;-0,000655
767;21.058.309;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=588212 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,058309;21,05901;0,000701;;0,000673;2,80E-05;-0,000645
768;21.059.010;104.118.148.140;192,168,43,84;TLSv1,2;4194;Application Data [TCP segment of a reassembled PDU];;21,05901;21,059038;2,80E-05;;-0,000496;0,000524;0,00102
769;21.059.038;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=593732 Win=1051392 Len=0;;21,059038;21,059562;0,000524;;-0,000907;0,001431;0,002338
770;21.059.562;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=593732 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,059562;21,060993;0,001431;;0,001413;1,80E-05;-0,001395
771;21.060.993;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=595112 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,060993;21,061011;1,80E-05;;-0,001575;0,001593;0,003168
772;21.061.011;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=596492 Win=1051392 Len=0;;21,061011;21,062604;0,001593;;0,001252;0,000341;-0,000911
773;21.062.604;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=596492 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,062604;21,062945;0,000341;;0,000326;1,50E-05;-0,000311
774;21.062.945;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=597872 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,062945;21,06296;1,50E-05;;-0,001986;0,002001;0,003987
775;21.062.960;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=599252 Win=1051392 Len=0;;21,06296;21,064961;0,002001;;-0,009097;0,011098;0,020195
776;21.064.961;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=599252 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,064961;21,076059;0,011098;;0,011018;8,00E-05;-0,010938
777;21.076.059;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=600632 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,076059;21,076139;8,00E-05;;-0,000379;0,000459;0,000838
778;21.076.139;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=602012 Win=1051392 Len=0;;21,076139;21,076598;0,000459;;0,000397;6,20E-05;-0,000335
779;21.076.598;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=602012 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,076598;21,07666;6,20E-05;;-0,0102;0,010262;0,020462
780;21.076.660;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=606152 Win=1051392 Len=0;;21,07666;21,086922;0,010262;;0,010219;4,30E-05;-0,010176
781;21.086.922;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=606152 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,086922;21,086965;4,30E-05;;-0,001192;0,001235;0,002427
782;21.086.965;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=607532 Win=1051392 Len=0;;21,086965;21,0882;0,001235;;0,001208;2,70E-05;-0,001181
783;21.088.200;104.118.148.140;192,168,43,84;TLSv1,2;8334;Application Data [TCP segment of a reassembled PDU];;21,0882;21,088227;2,70E-05;;-0,001331;0,001358;0,002689
784;21.088.227;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=615812 Win=1051392 Len=0;;21,088227;21,089585;0,001358;;0,000873;0,000485;-0,000388
785;21.089.585;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=615812 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,089585;21,09007;0,000485;;0,000473;1,20E-05;-0,000461
786;21.090.070;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=617192 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,09007;21,090082;1,20E-05;;-0,002696;0,002708;0,005404
787;21.090.082;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=621332 Win=1051392 Len=0;;21,090082;21,09279;0,002708;;0,001907;0,000801;-0,001106
788;21.092.790;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=621332 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,09279;21,093591;0,000801;;0,000779;2,20E-05;-0,000757
789;21.093.591;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;21,093591;21,093613;2,20E-05;;-0,002178;0,0022;0,004378
790;21.093.613;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=625472 Win=1051392 Len=0;;21,093613;21,095813;0,0022;;0,002184;1,60E-05;-0,002168
791;21.095.813;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=625472 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,095813;21,095829;1,60E-05;;-0,000763;0,000779;0,001542
792;21.095.829;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=626852 Win=1051392 Len=0;;21,095829;21,096608;0,000779;;0,00076;1,90E-05;-0,000741
793;21.096.608;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [PSH, ACK] Seq=626852 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,096608;21,096627;1,90E-05;;-0,001485;0,001504;0,002989
794;21.096.627;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=630992 Win=1051392 Len=0;;21,096627;21,098131;0,001504;;0,001489;1,50E-05;-0,001474
795;21.098.131;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=630992 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,098131;21,098146;1,50E-05;;-6,10E-05;7,60E-05;0,000137
796;21.098.146;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=632372 Win=1051392 Len=0;;21,098146;21,098222;7,60E-05;;-0,002492;0,002568;0,00506
797;21.098.222;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,098222;21,10079;0,002568;;0,002551;1,70E-05;-0,002534
798;21.100.790;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=633752 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,10079;21,100807;1,70E-05;;-8,60E-05;0,000103;0,000189
799;21.100.807;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=635132 Win=1051392 Len=0;;21,100807;21,10091;0,000103;;-0,000753;0,000856;0,001609
800;21.100.910;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=635132 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,10091;21,101766;0,000856;;0,000838;1,80E-05;-0,00082
801;21.101.766;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=636512 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,101766;21,101784;1,80E-05;;-0,000407;0,000425;0,000832
802;21.101.784;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=637892 Win=1051392 Len=0;;21,101784;21,102209;0,000425;;-0,001981;0,002406;0,004387
803;21.102.209;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=637892 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,102209;21,104615;0,002406;;0,002355;5,10E-05;-0,002304
804;21.104.615;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=639272 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,104615;21,104666;5,10E-05;;-0,001095;0,001146;0,002241
805;21.104.666;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=640652 Win=1051392 Len=0;;21,104666;21,105812;0,001146;;0,001101;4,50E-05;-0,001056
806;21.105.812;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=640652 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,105812;21,105857;4,50E-05;;-0,000878;0,000923;0,001801
807;21.105.857;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=644792 Win=1051392 Len=0;;21,105857;21,10678;0,000923;;0,000881;4,20E-05;-0,000839
808;21.106.780;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=644792 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,10678;21,106822;4,20E-05;;-0,000836;0,000878;0,001714
809;21.106.822;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=646172 Win=1051392 Len=0;;21,106822;21,1077;0,000878;;0,000791;8,70E-05;-0,000704
810;21.107.700;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=646172 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,1077;21,107787;8,70E-05;;-0,00043;0,000517;0,000947
811;21.107.787;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=648932 Win=1051392 Len=0;;21,107787;21,108304;0,000517;;0,000285;0,000232;-5,30E-05
812;21.108.304;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,108304;21,108536;0,000232;;0,000208;2,40E-05;-0,000184
813;21.108.536;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=650312 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,108536;21,10856;2,40E-05;;-0,001494;0,001518;0,003012
814;21.108.560;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=651692 Win=1051392 Len=0;;21,10856;21,110078;0,001518;;0,000321;0,001197;0,000876
815;21.110.078;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=651692 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,110078;21,111275;0,001197;;0,001155;4,20E-05;-0,001113
816;21.111.275;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=653072 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,111275;21,111317;4,20E-05;;-0,000833;0,000875;0,001708
817;21.111.317;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=654452 Win=1051392 Len=0;;21,111317;21,112192;0,000875;;0,000817;5,80E-05;-0,000759
818;21.112.192;104.118.148.140;192,168,43,84;TLSv1,2;4194;Application Data [TCP segment of a reassembled PDU];;21,112192;21,11225;5,80E-05;;-0,008912;0,00897;0,017882
819;21.112.250;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=658592 Win=1051392 Len=0;;21,11225;21,12122;0,00897;;0,00892;5,00E-05;-0,00887
820;21.121.220;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=658592 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,12122;21,12127;5,00E-05;;-0,000392;0,000442;0,000834
821;21.121.270;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=659972 Win=1051392 Len=0;;21,12127;21,121712;0,000442;;0,000361;8,10E-05;-0,00028
822;21.121.712;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=659972 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,121712;21,121793;8,10E-05;;-0,001353;0,001434;0,002787
823;21.121.793;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=662732 Win=1051392 Len=0;;21,121793;21,123227;0,001434;;8,50E-05;0,001349;0,001264
824;21.123.227;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=662732 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,123227;21,124576;0,001349;;0,001304;4,50E-05;-0,001259
825;21.124.576;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=664112 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;21,124576;21,124621;4,50E-05;;-0,001435;0,00148;0,002915
826;21.124.621;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=669632 Win=1051392 Len=0;;21,124621;21,126101;0,00148;;0,00144;4,00E-05;-0,0014
827;21.126.101;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=669632 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,126101;21,126141;4,00E-05;;-0,000595;0,000635;0,00123
828;21.126.141;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=671012 Win=1051392 Len=0;;21,126141;21,126776;0,000635;;0,000611;2,40E-05;-0,000587
829;21.126.776;104.118.148.140;192,168,43,84;TLSv1,2;4194;Application Data [TCP segment of a reassembled PDU];;21,126776;21,1268;2,40E-05;;-0,002387;0,002411;0,004798
830;21.126.800;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=675152 Win=1051392 Len=0;;21,1268;21,129211;0,002411;;0,002354;5,70E-05;-0,002297
831;21.129.211;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=675152 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,129211;21,129268;5,70E-05;;1,00E-05;4,70E-05;3,70E-05
832;21.129.268;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=676532 Win=1051392 Len=0;;21,129268;21,129315;4,70E-05;;-0,002446;0,002493;0,004939
833;21.129.315;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=676532 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,129315;21,131808;0,002493;;0,002407;8,60E-05;-0,002321
834;21.131.808;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=677912 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,131808;21,131894;8,60E-05;;-0,000778;0,000864;0,001642
835;21.131.894;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=679292 Win=1051392 Len=0;;21,131894;21,132758;0,000864;;0,000813;5,10E-05;-0,000762
836;21.132.758;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=679292 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;21,132758;21,132809;5,10E-05;;-2,90E-05;8,00E-05;0,000109
837;21.132.809;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=684812 Win=1051392 Len=0;;21,132809;21,132889;8,00E-05;;5,30E-05;2,70E-05;-2,60E-05
838;21.132.889;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=684812 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,132889;21,132916;2,70E-05;;-0,000947;0,000974;0,001921
839;21.132.916;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=687572 Win=1051392 Len=0;;21,132916;21,13389;0,000974;;0,000217;0,000757;0,00054
840;21.133.890;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=687572 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,13389;21,134647;0,000757;;0,000711;4,60E-05;-0,000665
841;21.134.647;104.118.148.140;192,168,43,84;TLSv1,2;4194;Application Data [TCP segment of a reassembled PDU];;21,134647;21,134693;4,60E-05;;-0,001842;0,001888;0,00373
842;21.134.693;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=693092 Win=1051392 Len=0;;21,134693;21,136581;0,001888;;0,001418;0,00047;-0,000948
843;21.136.581;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=693092 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,136581;21,137051;0,00047;;0,000425;4,50E-05;-0,00038
844;21.137.051;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=694472 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,137051;21,137096;4,50E-05;;-0,007555;0,0076;0,015155
845;21.137.096;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=695852 Win=1051392 Len=0;;21,137096;21,144696;0,0076;;0,00578;0,00182;-0,00396
846;21.144.696;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=695852 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,144696;21,146516;0,00182;;0,00175;7,00E-05;-0,00168
847;21.146.516;104.118.148.140;192,168,43,84;TLSv1,2;13854;Application Data [TCP segment of a reassembled PDU];;21,146516;21,146586;7,00E-05;;-0,007673;0,007743;0,015416
848;21.146.586;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=711032 Win=1051392 Len=0;;21,146586;21,154329;0,007743;;0,007659;8,40E-05;-0,007575
849;21.154.329;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=711032 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,154329;21,154413;8,40E-05;;-0,000278;0,000362;0,00064
850;21.154.413;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=712412 Win=1051392 Len=0;;21,154413;21,154775;0,000362;;0,00033;3,20E-05;-0,000298
851;21.154.775;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;21,154775;21,154807;3,20E-05;;-0,001587;0,001619;0,003206
852;21.154.807;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=715172 Win=1051392 Len=0;;21,154807;21,156426;0,001619;;0,000877;0,000742;-0,000135
853;21.156.426;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=715172 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,156426;21,157168;0,000742;;0,000705;3,70E-05;-0,000668
854;21.157.168;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=716552 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,157168;21,157205;3,70E-05;;-0,001038;0,001075;0,002113
855;21.157.205;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=720692 Win=1051392 Len=0;;21,157205;21,15828;0,001075;;0,000707;0,000368;-0,000339
856;21.158.280;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=720692 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,15828;21,158648;0,000368;;0,000321;4,70E-05;-0,000274
857;21.158.648;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,158648;21,158695;4,70E-05;;-0,00087;0,000917;0,001787
858;21.158.695;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=723452 Win=1051392 Len=0;;21,158695;21,159612;0,000917;;-0,000326;0,001243;0,001569
859;21.159.612;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=723452 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,159612;21,160855;0,001243;;0,001204;3,90E-05;-0,001165
860;21.160.855;104.118.148.140;192,168,43,84;TCP;8334;443  >  57209 [ACK] Seq=724832 Ack=618 Win=31360 Len=8280 [TCP segment of a reassembled PDU];;21,160855;21,160894;3,90E-05;;-0,001305;0,001344;0,002649
861;21.160.894;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=733112 Win=1051392 Len=0;;21,160894;21,162238;0,001344;;0,001317;2,70E-05;-0,00129
862;21.162.238;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=733112 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,162238;21,162265;2,70E-05;;-0,000429;0,000456;0,000885
863;21.162.265;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=734492 Win=1051392 Len=0;;21,162265;21,162721;0,000456;;0,000438;1,80E-05;-0,00042
864;21.162.721;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=734492 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,162721;21,162739;1,80E-05;;-0,000617;0,000635;0,001252
865;21.162.739;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=737252 Win=1051392 Len=0;;21,162739;21,163374;0,000635;;0,000613;2,20E-05;-0,000591
866;21.163.374;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;21,163374;21,163396;2,20E-05;;-0,009492;0,009514;0,019006
867;21.163.396;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=740012 Win=1051392 Len=0;;21,163396;21,17291;0,009514;;0,008337;0,001177;-0,00716
868;21.172.910;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=740012 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,17291;21,174087;0,001177;;0,001143;3,40E-05;-0,001109
869;21.174.087;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=741392 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,174087;21,174121;3,40E-05;;-0,000632;0,000666;0,001298
870;21.174.121;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=742772 Win=1051392 Len=0;;21,174121;21,174787;0,000666;;0,000646;2,00E-05;-0,000626
871;21.174.787;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=742772 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,174787;21,174807;2,00E-05;;-0,001211;0,001231;0,002442
872;21.174.807;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=746912 Win=1051392 Len=0;;21,174807;21,176038;0,001231;;0,001208;2,30E-05;-0,001185
873;21.176.038;104.118.148.140;192,168,43,84;TCP;8334;443  >  57209 [ACK] Seq=746912 Ack=618 Win=31360 Len=8280 [TCP segment of a reassembled PDU];;21,176038;21,176061;2,30E-05;;-0,000501;0,000524;0,001025
